# k     pk_smooth     pk_ratio
0.00677898 17264.9 0.0359118
0.00681577 17315.1 0.0361683
0.00685276 17365.3 0.0364261
0.00688995 17415.4 0.0366853
0.00692735 17465.4 0.0369458
0.00696495 17515.3 0.0372077
0.00700275 17565.1 0.0374707
0.00704075 17614.8 0.0377351
0.00707896 17664.5 0.0380007
0.00711738 17714 0.0382674
0.00715601 17763.5 0.0385354
0.00719485 17812.8 0.0388045
0.0072339 17862 0.0390747
0.00727316 17911.2 0.039346
0.00731263 17960.2 0.0396184
0.00735232 18009.1 0.0398919
0.00739222 18057.9 0.0401663
0.00743234 18106.6 0.0404418
0.00747268 18155.2 0.0407181
0.00751323 18203.7 0.0409954
0.00755401 18252 0.0412736
0.00759501 18300.2 0.0415526
0.00763623 18348.3 0.0418325
0.00767767 18396.2 0.0421131
0.00771934 18444.1 0.0423944
0.00776124 18491.7 0.0426765
0.00780336 18539.3 0.0429592
0.00784571 18586.7 0.0432425
0.00788829 18634 0.0435264
0.0079311 18681.1 0.0438108
0.00797415 18728.1 0.0440957
0.00801742 18775 0.044381
0.00806094 18821.7 0.0446667
0.00810469 18868.3 0.0449528
0.00814867 18914.7 0.0452391
0.0081929 18960.9 0.0455256
0.00823736 19007 0.0458123
0.00828207 19052.9 0.0460991
0.00832702 19098.7 0.046386
0.00837221 19144.3 0.0466729
0.00841765 19189.8 0.0469596
0.00846333 19235.1 0.0472462
0.00850927 19280.2 0.0475325
0.00855545 19325.2 0.0478184
0.00860188 19370 0.0481039
0.00864857 19414.6 0.0483887
0.0086955 19459 0.0486729
0.0087427 19503.3 0.0489563
0.00879015 19547.4 0.0492388
0.00883785 19591.3 0.0495203
0.00888582 19635.1 0.0498007
0.00893404 19678.6 0.0500799
0.00898253 19722 0.0503577
0.00903128 19765.2 0.050634
0.0090803 19808.2 0.0509088
0.00912958 19851.1 0.0511818
0.00917913 19893.7 0.0514529
0.00922894 19936.2 0.0517221
0.00927903 19978.5 0.0519891
0.00932939 20020.5 0.0522539
0.00938003 20062.4 0.0525163
0.00943093 20104.2 0.0527761
0.00948212 20145.7 0.0530331
0.00953358 20187 0.0532873
0.00958532 20228.2 0.0535385
0.00963734 20269.1 0.0537864
0.00968965 20309.9 0.054031
0.00974224 20350.5 0.0542721
0.00979511 20390.9 0.0545094
0.00984827 20431.1 0.0547428
0.00990172 20471.1 0.0549721
0.00995546 20510.9 0.0551972
0.0100095 20550.6 0.0554177
0.0100638 20590 0.0556336
0.0101184 20629.3 0.0558446
0.0101733 20668.4 0.0560504
0.0102286 20707.2 0.0562509
0.0102841 20745.9 0.0564461
0.0103399 20784.5 0.0566358
0.010396 20822.8 0.0568208
0.0104524 20860.9 0.0570017
0.0105092 20898.7 0.0571792
0.0105662 20936.3 0.057354
0.0106235 20973.6 0.057527
0.0106812 21010.6 0.057699
0.0107392 21047.3 0.0578704
0.0107974 21083.7 0.0580415
0.0108561 21119.7 0.0582126
0.010915 21155.5 0.0583837
0.0109742 21190.8 0.0585546
0.0110338 21225.9 0.0587248
0.0110937 21260.6 0.0588942
0.0111539 21295 0.0590623
0.0112144 21329 0.059229
0.0112753 21362.7 0.059394
0.0113365 21396.1 0.0595573
0.011398 21429.2 0.0597188
0.0114598 21461.9 0.0598786
0.011522 21494.2 0.0600366
0.0115846 21526.2 0.060193
0.0116474 21557.9 0.0603477
0.0117107 21589.2 0.0605008
0.0117742 21620.1 0.0606522
0.0118381 21650.7 0.060802
0.0119024 21680.9 0.06095
0.011967 21710.7 0.0610963
0.0120319 21740.1 0.0612407
0.0120972 21769.2 0.0613832
0.0121629 21797.9 0.0615237
0.0122289 21826.1 0.0616621
0.0122952 21854 0.0617984
0.012362 21881.5 0.0619326
0.0124291 21908.7 0.0620645
0.0124965 21935.4 0.0621942
0.0125643 21961.7 0.0623215
0.0126325 21987.6 0.0624466
0.0127011 22013.1 0.0625692
0.01277 22038.1 0.0626893
0.0128393 22062.8 0.062807
0.012909 22087.1 0.0629221
0.0129791 22110.9 0.0630346
0.0130495 22134.3 0.0631444
0.0131203 22157.3 0.0632514
0.0131915 22179.8 0.0633557
0.0132631 22201.9 0.0634571
0.0133351 22223.6 0.0635555
0.0134075 22244.9 0.063651
0.0134803 22265.7 0.0637435
0.0135534 22286 0.0638328
0.013627 22305.9 0.063919
0.0137009 22325.4 0.064002
0.0137753 22344.3 0.0640816
0.0138501 22362.9 0.0641579
0.0139252 22380.9 0.0642308
0.0140008 22398.5 0.0643002
0.0140768 22415.6 0.064366
0.0141532 22432.3 0.0644282
0.01423 22448.5 0.0644867
0.0143072 22464.1 0.0645415
0.0143849 22479.4 0.0645924
0.0144629 22494.1 0.0646394
0.0145414 22508.3 0.0646824
0.0146204 22522 0.0647214
0.0146997 22535.2 0.0647563
0.0147795 22548 0.064787
0.0148597 22560.2 0.0648134
0.0149404 22571.9 0.0648354
0.0150214 22583.1 0.0648531
0.015103 22593.8 0.0648662
0.0151849 22604 0.0648748
0.0152673 22613.6 0.0648787
0.0153502 22622.8 0.0648779
0.0154335 22631.4 0.0648723
0.0155173 22639.5 0.0648618
0.0156015 22647 0.0648464
0.0156862 22654.1 0.0648259
0.0157713 22660.6 0.0648002
0.0158569 22666.5 0.0647694
0.015943 22671.9 0.0647333
0.0160295 22676.8 0.0646918
0.0161165 22681.1 0.0646448
0.0162039 22684.9 0.0645923
0.0162919 22688.2 0.0645342
0.0163803 22690.9 0.0644703
0.0164692 22693 0.0644007
0.0165586 22694.6 0.0643252
0.0166485 22695.6 0.0642437
0.0167388 22696 0.0641561
0.0168297 22695.9 0.0640624
0.016921 22695.3 0.0639625
0.0170128 22694.1 0.0638563
0.0171052 22692.3 0.0637436
0.017198 22689.9 0.0636245
0.0172913 22686.9 0.0634987
0.0173852 22683.4 0.0633663
0.0174795 22679.3 0.0632272
0.0175744 22674.7 0.0630811
0.0176698 22669.4 0.0629282
0.0177657 22663.6 0.0627682
0.0178621 22657.2 0.0626011
0.017959 22650.2 0.0624267
0.0180565 22642.6 0.0622451
0.0181545 22634.4 0.0620561
0.018253 22625.6 0.0618596
0.0183521 22616.2 0.0616555
0.0184517 22606.3 0.0614437
0.0185518 22595.7 0.0612242
0.0186525 22584.6 0.0609969
0.0187538 22572.8 0.0607616
0.0188555 22560.5 0.0605183
0.0189579 22547.5 0.0602669
0.0190608 22533.9 0.0600073
0.0191642 22519.8 0.0597394
0.0192682 22505 0.0594631
0.0193728 22489.6 0.0591784
0.0194779 22473.7 0.0588851
0.0195837 22457.1 0.0585832
0.0196899 22439.9 0.0582726
0.0197968 22422.1 0.0579531
0.0199042 22403.7 0.0576248
0.0200123 22384.6 0.0572875
0.0201209 22365 0.0569411
0.0202301 22344.7 0.0565856
0.0203399 22323.9 0.0562209
0.0204503 22302.4 0.0558469
0.0205613 22280.3 0.0554635
0.0206729 22257.6 0.0550707
0.0207851 22234.3 0.0546684
0.0208979 22210.3 0.0542564
0.0210113 22185.8 0.0538347
0.0211253 22160.6 0.0534033
0.02124 22134.8 0.0529621
0.0213552 22108.4 0.0525111
0.0214711 22081.4 0.0520501
0.0215877 22053.8 0.0515791
0.0217048 22025.6 0.0510979
0.0218226 21996.8 0.0506067
0.0219411 21967.3 0.0501053
0.0220601 21937.3 0.0495936
0.0221799 21906.6 0.0490716
0.0223002 21875.4 0.0485392
0.0224213 21843.5 0.0479965
0.022543 21811.1 0.0474433
0.0226653 21778.1 0.0468796
0.0227883 21744.4 0.0463053
0.022912 21710.2 0.0457205
0.0230363 21675.4 0.0451251
0.0231614 21640 0.044519
0.0232871 21604 0.0439022
0.0234135 21567.4 0.0432748
0.0235405 21530.2 0.0426366
0.0236683 21492.4 0.0419877
0.0237967 21454.1 0.041328
0.0239259 21415.2 0.0406575
0.0240558 21375.7 0.0399763
0.0241863 21335.6 0.0392843
0.0243176 21295 0.0385815
0.0244496 21253.7 0.0378679
0.0245822 21211.9 0.0371435
0.0247157 21169.5 0.0364084
0.0248498 21126.6 0.0356625
0.0249847 21083.1 0.034906
0.0251203 21039 0.0341387
0.0252566 20994.3 0.0333607
0.0253937 20949.1 0.0325722
0.0255315 20903.3 0.031773
0.0256701 20857 0.0309633
0.0258094 20810.1 0.0301431
0.0259495 20762.6 0.0293124
0.0260903 20714.6 0.0284714
0.0262319 20666 0.0276202
0.0263743 20616.9 0.0267588
0.0265174 20567.2 0.0258871
0.0266613 20517 0.0250052
0.026806 20466.2 0.0241135
0.0269515 20414.9 0.023212
0.0270978 20363.1 0.0223007
0.0272448 20310.7 0.0213797
0.0273927 20257.9 0.0204493
0.0275414 20204.6 0.0195094
0.0276908 20150.7 0.0185602
0.0278411 20096.4 0.017602
0.0279922 20041.7 0.0166347
0.0281441 19986.4 0.0156587
0.0282969 19930.7 0.0146739
0.0284505 19874.6 0.0136807
0.0286049 19818 0.0126792
0.0287601 19761 0.0116696
0.0289162 19703.5 0.0106521
0.0290731 19645.6 0.00962679
0.0292309 19587.3 0.00859402
0.0293896 19528.6 0.00755397
0.0295491 19469.5 0.00650685
0.0297095 19410 0.00545293
0.0298707 19350.1 0.00439242
0.0300328 19289.8 0.0033256
0.0301958 19229.1 0.00225273
0.0303597 19168 0.00117408
0.0305245 19106.6 8.99325e-05
0.0306901 19044.8 -0.000999413
0.0308567 18982.6 -0.00209366
0.0310242 18920.1 -0.0031925
0.0311925 18857.2 -0.00429561
0.0313618 18794 -0.00540265
0.031532 18730.4 -0.00651329
0.0317032 18666.5 -0.00762717
0.0318752 18602.2 -0.00874394
0.0320482 18537.6 -0.00986322
0.0322222 18472.7 -0.0109846
0.032397 18407.4 -0.0121078
0.0325729 18341.8 -0.0132323
0.0327496 18275.9 -0.0143578
0.0329274 18209.6 -0.0154837
0.0331061 18143 -0.0166097
0.0332858 18076.1 -0.0177353
0.0334664 18008.9 -0.0188602
0.033648 17941.4 -0.0199838
0.0338307 17873.7 -0.0211056
0.0340143 17805.6 -0.0222252
0.0341989 17737.3 -0.0233421
0.0343845 17668.8 -0.0244557
0.0345711 17600 -0.0255655
0.0347587 17531.1 -0.0266711
0.0349474 17461.9 -0.0277719
0.035137 17392.5 -0.0288674
0.0353277 17323 -0.0299569
0.0355195 17253.3 -0.0310399
0.0357122 17183.4 -0.0321159
0.0359061 17113.4 -0.0331843
0.0361009 17043.3 -0.0342444
0.0362969 16973.1 -0.0352957
0.0364939 16902.7 -0.0363375
0.0366919 16832.2 -0.0373693
0.0368911 16761.6 -0.0383903
0.0370913 16691 -0.0394
0.0372926 16620.2 -0.0403977
0.037495 16549.4 -0.0413828
0.0376985 16478.6 -0.0423545
0.0379031 16407.6 -0.0433121
0.0381088 16336.7 -0.0442551
0.0383156 16265.6 -0.0451827
0.0385236 16194.6 -0.0460942
0.0387326 16123.5 -0.0469889
0.0389428 16052.4 -0.0478661
0.0391542 15981.3 -0.048725
0.0393667 15910.2 -0.049565
0.0395804 15839.1 -0.0503852
0.0397952 15767.9 -0.051185
0.0400111 15696.8 -0.0519636
0.0402283 15625.7 -0.0527202
0.0404466 15554.6 -0.0534542
0.0406661 15483.6 -0.0541647
0.0408868 15412.5 -0.0548509
0.0411088 15341.5 -0.0555121
0.0413319 15270.6 -0.0561476
0.0415562 15199.6 -0.0567565
0.0417817 15128.8 -0.0573381
0.0420085 15057.9 -0.0578916
0.0422365 14987.2 -0.0584162
0.0424657 14916.5 -0.0589112
0.0426962 14845.8 -0.0593757
0.0429279 14775.2 -0.059809
0.0431609 14704.7 -0.0602103
0.0433951 14634.3 -0.0605789
0.0436306 14564 -0.060914
0.0438674 14493.8 -0.0612147
0.0441055 14423.6 -0.0614805
0.0443449 14353.6 -0.0617104
0.0445856 14283.7 -0.0619038
0.0448275 14213.8 -0.06206
0.0450708 14144.1 -0.0621781
0.0453154 14074.5 -0.0622575
0.0455614 14005.1 -0.0622975
0.0458087 13935.7 -0.0622974
0.0460573 13866.6 -0.0622565
0.0463072 13797.5 -0.0621741
0.0465586 13728.6 -0.0620495
0.0468112 13659.9 -0.0618821
0.0470653 13591.3 -0.0616714
0.0473207 13522.9 -0.0614168
0.0475776 13454.7 -0.0611178
0.0478358 13386.7 -0.0607738
0.0480954 13318.8 -0.0603837
0.0483564 13251.2 -0.0599473
0.0486189 13183.7 -0.0594645
0.0488827 13116.4 -0.0589347
0.049148 13049.3 -0.0583575
0.0494148 12982.4 -0.0577324
0.049683 12915.6 -0.057059
0.0499526 12849 -0.0563371
0.0502237 12782.5 -0.0555663
0.0504963 12716.3 -0.0547464
0.0507703 12650.1 -0.0538773
0.0510459 12584.1 -0.0529588
0.0513229 12518.3 -0.0519906
0.0516015 12452.6 -0.050973
0.0518815 12387.1 -0.0499057
0.0521631 12321.7 -0.0487888
0.0524462 12256.5 -0.0476225
0.0527308 12191.5 -0.0464069
0.053017 12126.6 -0.045142
0.0533048 12061.9 -0.0438284
0.0535941 11997.4 -0.0424663
0.0538849 11933 -0.0410561
0.0541774 11868.7 -0.0395982
0.0544714 11804.6 -0.0380933
0.054767 11740.7 -0.036542
0.0550643 11676.8 -0.0349448
0.0553631 11613.1 -0.0333027
0.0556636 11549.5 -0.0316164
0.0559657 11486.1 -0.029887
0.0562694 11422.7 -0.0281153
0.0565748 11359.5 -0.0263026
0.0568819 11296.5 -0.0244501
0.0571906 11233.5 -0.022559
0.057501 11170.7 -0.0206307
0.0578131 11108.1 -0.0186667
0.0581268 11045.5 -0.0166686
0.0584423 10983.1 -0.0146381
0.0587595 10920.7 -0.0125771
0.0590784 10858.5 -0.0104872
0.059399 10796.4 -0.00837061
0.0597214 10734.4 -0.00622945
0.0600455 10672.5 -0.00406602
0.0603714 10610.8 -0.00188255
0.060699 10549.1 0.000318781
0.0610285 10487.6 0.00253542
0.0613597 10426.2 0.00476449
0.0616927 10364.9 0.00700317
0.0620275 10303.7 0.00924865
0.0623642 10242.7 0.0114981
0.0627026 10181.7 0.0137485
0.0630429 10120.9 0.0159965
0.0633851 10060.2 0.0182388
0.0637291 9999.61 0.0204723
0.064075 9939.16 0.0226933
0.0644227 9878.83 0.0248985
0.0647724 9818.64 0.0270841
0.0651239 9758.58 0.0292464
0.0654773 9698.66 0.0313816
0.0658327 9638.89 0.0334858
0.06619 9579.25 0.0355552
0.0665492 9519.77 0.0375858
0.0669104 9460.44 0.0395736
0.0672736 9401.27 0.0415145
0.0676387 9342.25 0.0434044
0.0680058 9283.41 0.0452391
0.0683748 9224.73 0.0470146
0.0687459 9166.24 0.0487269
0.069119 9107.92 0.0503717
0.0694942 9049.79 0.051945
0.0698713 8991.84 0.0534428
0.0702505 8934.09 0.0548608
0.0706318 8876.54 0.0561952
0.0710151 8819.19 0.0574423
0.0714006 8762.04 0.0585983
0.0717881 8705.11 0.0596593
0.0721777 8648.4 0.0606218
0.0725694 8591.91 0.0614824
0.0729633 8535.64 0.062238
0.0733593 8479.6 0.0628854
0.0737574 8423.78 0.0634214
0.0741577 8368.2 0.0638432
0.0745602 8312.86 0.0641483
0.0749648 8257.77 0.0643344
0.0753717 8202.92 0.0643996
0.0757808 8148.31 0.0643424
0.076192 8093.95 0.0641609
0.0766055 8039.83 0.0638532
0.0770213 7985.97 0.0634182
0.0774393 7932.36 0.0628555
0.0778596 7878.99 0.0621652
0.0782822 7825.89 0.0613472
0.078707 7773.03 0.0604018
0.0791342 7720.44 0.0593291
0.0795637 7668.09 0.0581297
0.0799955 7615.99 0.0568047
0.0804296 7564.14 0.0553565
0.0808662 7512.54 0.0537873
0.081305 7461.19 0.0520995
0.0817463 7410.08 0.0502955
0.08219 7359.23 0.0483782
0.082636 7308.61 0.0463509
0.0830845 7258.22 0.0442173
0.0835354 7208.07 0.0419822
0.0839888 7158.15 0.0396503
0.0844446 7108.46 0.0372263
0.0849029 7059.01 0.0347151
0.0853637 7009.78 0.0321221
0.085827 6960.77 0.0294532
0.0862928 6911.97 0.0267145
0.0867612 6863.38 0.0239127
0.087232 6815.01 0.0210547
0.0877055 6766.85 0.0181471
0.0881815 6718.89 0.0151969
0.0886601 6671.15 0.0122116
0.0891412 6623.61 0.00919863
0.089625 6576.26 0.00616585
0.0901115 6529.11 0.00312143
0.0906005 6482.15 7.33705e-05
0.0910922 6435.4 -0.00297037
0.0915866 6388.84 -0.00600161
0.0920837 6342.48 -0.009012
0.0925834 6296.31 -0.0119932
0.0930859 6250.33 -0.0149368
0.0935911 6204.54 -0.0178344
0.0940991 6158.95 -0.0206776
0.0946098 6113.56 -0.0234583
0.0951232 6068.38 -0.0261682
0.0956395 6023.39 -0.0287993
0.0961586 5978.61 -0.0313433
0.0966804 5934.03 -0.0337927
0.0972052 5889.66 -0.0361399
0.0977327 5845.5 -0.0383774
0.0982631 5801.54 -0.0404978
0.0987964 5757.8 -0.0424939
0.0993326 5714.28 -0.0443588
0.0998717 5670.98 -0.0460862
0.100414 5627.9 -0.0476704
0.100959 5585.05 -0.0491057
0.101507 5542.42 -0.0503865
0.102058 5500.02 -0.0515071
0.102611 5457.85 -0.052462
0.103168 5415.93 -0.0532471
0.103728 5374.24 -0.0538595
0.104291 5332.8 -0.0542964
0.104857 5291.6 -0.0545547
0.105426 5250.63 -0.0546313
0.105999 5209.91 -0.0545233
0.106574 5169.43 -0.0542283
0.107152 5129.19 -0.0537468
0.107734 5089.2 -0.0530798
0.108318 5049.45 -0.052228
0.108906 5009.95 -0.0511919
0.109497 4970.68 -0.049972
0.110092 4931.66 -0.0485689
0.110689 4892.87 -0.0469859
0.11129 4854.32 -0.0452285
0.111894 4816 -0.0433017
0.112501 4777.92 -0.0412107
0.113112 4740.06 -0.0389604
0.113726 4702.44 -0.0365558
0.114343 4665.03 -0.0340037
0.114963 4627.85 -0.0313134
0.115587 4590.88 -0.0284944
0.116215 4554.13 -0.0255568
0.116845 4517.59 -0.0225106
0.11748 4481.27 -0.0193659
0.118117 4445.15 -0.0161337
0.118758 4409.24 -0.012827
0.119403 4373.54 -0.00945951
0.120051 4338.03 -0.00604518
0.120702 4302.73 -0.00259844
0.121357 4267.63 0.00086607
0.122016 4232.73 0.00433326
0.122678 4198.02 0.00778711
0.123344 4163.52 0.0112113
0.124014 4129.22 0.0145892
0.124687 4095.11 0.0179041
0.125363 4061.21 0.0211388
0.126044 4027.5 0.0242763
0.126728 3994 0.0273004
0.127416 3960.7 0.0301946
0.128107 3927.61 0.0329425
0.128802 3894.73 0.0355279
0.129501 3862.05 0.0379345
0.130204 3829.59 0.0401469
0.130911 3797.33 0.0421523
0.131621 3765.28 0.0439392
0.132336 3733.45 0.0454956
0.133054 3701.83 0.04681
0.133776 3670.43 0.0478712
0.134502 3639.25 0.048669
0.135232 3608.28 0.0491979
0.135966 3577.53 0.0494552
0.136704 3547 0.0494386
0.137446 3516.68 0.049146
0.138192 3486.58 0.0485754
0.138942 3456.7 0.0477253
0.139696 3427.03 0.0465995
0.140454 3397.57 0.0452062
0.141216 3368.32 0.0435545
0.141983 3339.29 0.0416541
0.142753 3310.45 0.039515
0.143528 3281.81 0.0371465
0.144307 3253.37 0.0345621
0.14509 3225.13 0.0317795
0.145878 3197.1 0.0288172
0.146669 3169.25 0.0256951
0.147465 3141.59 0.022433
0.148266 3114.12 0.0190503
0.14907 3086.83 0.0155682
0.149879 3059.72 0.0120104
0.150693 3032.79 0.00840097
0.151511 3006.05 0.00476406
0.152333 2979.49 0.00112432
0.15316 2953.11 -0.00249395
0.153991 2926.91 -0.00606642
0.154827 2900.89 -0.0095689
0.155667 2875.04 -0.0129776
0.156512 2849.38 -0.0162691
0.157361 2823.91 -0.0194198
0.158215 2798.61 -0.0224065
0.159074 2773.5 -0.025208
0.159937 2748.58 -0.0278064
0.160805 2723.85 -0.0301846
0.161678 2699.3 -0.0323255
0.162556 2674.94 -0.0342117
0.163438 2650.78 -0.0358256
0.164325 2626.8 -0.037153
0.165217 2603 -0.0381877
0.166113 2579.4 -0.0389248
0.167015 2555.98 -0.039359
0.167921 2532.75 -0.0394848
0.168833 2509.71 -0.0392954
0.169749 2486.85 -0.0387863
0.17067 2464.16 -0.0379646
0.171597 2441.64 -0.0368396
0.172528 2419.28 -0.0354209
0.173464 2397.09 -0.0337183
0.174406 2375.07 -0.0317412
0.175352 2353.2 -0.0295009
0.176304 2331.49 -0.0270172
0.177261 2309.93 -0.0243116
0.178223 2288.53 -0.0214081
0.17919 2267.29 -0.0183321
0.180163 2246.23 -0.0151095
0.18114 2225.34 -0.0117669
0.182123 2204.62 -0.00833491
0.183112 2184.06 -0.00484634
0.184106 2163.68 -0.0013345
0.185105 2143.46 0.0021662
0.186109 2123.41 0.00562068
0.18712 2103.53 0.00899364
0.188135 2083.81 0.0122518
0.189156 2064.25 0.0153627
0.190183 2044.84 0.0182938
0.191215 2025.59 0.0210124
0.192253 2006.48 0.0234857
0.193296 1987.51 0.0256825
0.194345 1968.68 0.0275838
0.1954 1949.99 0.029174
0.19646 1931.44 0.0304365
0.197527 1913.05 0.0313551
0.198599 1894.8 0.031915
0.199677 1876.7 0.032104
0.20076 1858.74 0.0319253
0.20185 1840.94 0.0313902
0.202945 1823.28 0.0305103
0.204047 1805.78 0.0292974
0.205154 1788.42 0.0277637
0.206268 1771.22 0.0259231
0.207387 1754.16 0.0238013
0.208513 1737.25 0.0214322
0.209644 1720.49 0.0188503
0.210782 1703.88 0.0160898
0.211926 1687.4 0.0131848
0.213076 1671.07 0.0101697
0.214233 1654.88 0.0070833
0.215395 1638.82 0.00396715
0.216564 1622.9 0.000862048
0.21774 1607.1 -0.00219305
0.218921 1591.43 -0.00516001
0.22011 1575.88 -0.00800122
0.221304 1560.47 -0.010682
0.222505 1545.17 -0.0131709
0.223713 1529.99 -0.0154372
0.224927 1514.92 -0.0174525
0.226148 1499.98 -0.0191923
0.227375 1485.16 -0.0206328
0.228609 1470.48 -0.021759
0.22985 1455.92 -0.0225648
0.231097 1441.49 -0.0230435
0.232352 1427.19 -0.0231883
0.233613 1413 -0.0229961
0.23488 1398.96 -0.0224657
0.236155 1385.04 -0.0216081
0.237437 1371.27 -0.020449
0.238726 1357.63 -0.0190097
0.240021 1344.11 -0.017311
0.241324 1330.7 -0.0153748
0.242634 1317.41 -0.0132279
0.24395 1304.24 -0.0109041
0.245274 1291.18 -0.00844823
0.246606 1278.24 -0.00590206
0.247944 1265.41 -0.003305
0.24929 1252.67 -0.000696865
0.250643 1240.03 0.00187772
0.252003 1227.49 0.00437011
0.253371 1215.06 0.00673833
0.254746 1202.75 0.00894273
0.256128 1190.54 0.0109492
0.257518 1178.44 0.0127247
0.258916 1166.45 0.0142358
0.260321 1154.56 0.0154492
0.261734 1142.78 0.0163482
0.263154 1131.13 0.01692
0.264583 1119.6 0.0171586
0.266019 1108.18 0.0170668
0.267462 1096.86 0.0166485
0.268914 1085.65 0.0159112
0.270373 1074.53 0.0148784
0.271841 1063.51 0.0135778
0.273316 1052.6 0.0120378
0.2748 1041.8 0.0102945
0.276291 1031.08 0.00838811
0.27779 1020.46 0.00636079
0.279298 1009.92 0.00426095
0.280814 999.463 0.0021329
0.282338 989.106 2.00444e-05
0.28387 978.849 -0.00203316
0.285411 968.691 -0.00397779
0.28696 958.631 -0.00576652
0.288517 948.668 -0.00736876
0.290083 938.8 -0.00876162
0.291658 929.026 -0.00992239
0.293241 919.345 -0.0108283
0.294832 909.756 -0.0114565
0.296432 900.259 -0.0117861
0.298041 890.851 -0.0118207
0.299659 881.533 -0.0115784
0.301285 872.3 -0.0110761
0.30292 863.152 -0.0103304
0.304564 854.087 -0.00935803
0.306217 845.104 -0.00817933
0.307879 836.206 -0.00682841
0.30955 827.395 -0.00534961
0.31123 818.67 -0.00378546
0.312919 810.029 -0.00217583
0.314617 801.468 -0.0005607
0.316325 792.988 0.00101816
0.318042 784.589 0.0025182
0.319768 776.276 0.00390124
0.321503 768.052 0.00513046
0.323248 759.91 0.006179
0.325002 751.842 0.00702487
0.326766 743.839 0.007646
0.32854 735.901 0.00802565
0.330323 728.035 0.00816353
0.332116 720.251 0.00806184
0.333918 712.551 0.0077272
0.33573 704.933 0.00717845
0.337552 697.391 0.00643666
0.339384 689.921 0.00552742
0.341226 682.521 0.00448637
0.343078 675.194 0.00334933
0.34494 667.942 0.00215212
0.346812 660.762 0.000933765
0.348695 653.652 -0.000263158
0.350587 646.609 -0.00139745
0.35249 639.63 -0.00243744
0.354403 632.715 -0.00335823
0.356326 625.866 -0.00413562
0.35826 619.082 -0.00474575
0.360204 612.366 -0.00516718
0.362159 605.72 -0.0053814
0.364125 599.148 -0.00539584
0.366101 592.646 -0.00523019
0.368088 586.211 -0.00489739
0.370086 579.835 -0.00441003
0.372094 573.515 -0.00378475
0.374114 567.255 -0.0030487
0.376144 561.058 -0.00223493
0.378186 554.927 -0.0013821
0.380238 548.86 -0.000521436
0.382302 542.854 0.000319103
0.384377 536.904 0.00111124
0.386463 531.012 0.00182165
0.38856 525.178 0.00241656
0.390669 519.405 0.00288194
0.392789 513.694 0.00321128
0.394921 508.043 0.00340317
0.397064 502.45 0.003457
0.399219 496.912 0.0033721
0.401386 491.429 0.00314806
0.403564 486 0.00280049
0.405755 480.622 0.00235882
0.407957 475.296 0.00184869
0.410171 470.027 0.00129175
0.412397 464.815 0.000709451
0.414635 459.662 0.000127111
0.416886 454.564 -0.000424331
0.419148 449.517 -0.000923324
0.421423 444.519 -0.00135177
0.42371 439.569 -0.00169898
0.42601 434.669 -0.00195698
0.428322 429.821 -0.00211765
0.430646 425.023 -0.0021706
0.432984 420.276 -0.00211569
0.435334 415.578 -0.00196631
0.437696 410.928 -0.00173677
0.440072 406.326 -0.00144188
0.44246 401.77 -0.00109654
0.444862 397.261 -0.000716229
0.447276 392.8 -0.00031974
0.449703 388.387 7.19473e-05
0.452144 384.024 0.000437674
0.454598 379.71 0.000762411
0.457065 375.44 0.00103638
0.459546 371.212 0.00124993
0.46204 367.025 0.00139002
0.464547 362.878 0.00144107
0.467069 358.773 0.0014078
0.469604 354.71 0.00130119
0.472152 350.692 0.00113129
0.474715 346.718 0.000907839
0.477291 342.791 0.000640973
0.479882 338.91 0.000347586
0.482486 335.07 4.95655e-05
0.485105 331.269 -0.000233305
0.487737 327.506 -0.000484599
0.490384 323.779 -0.000693018
0.493046 320.089 -0.000847848
0.495722 316.436 -0.000939157
0.498412 312.821 -0.000960895
0.501117 309.247 -0.0009101
0.503837 305.714 -0.000800809
0.506571 302.221 -0.000650307
0.509321 298.768 -0.000471235
0.512085 295.352 -0.000276125
0.514864 291.971 -7.83777e-05
0.517658 288.625 0.000107034
0.520468 285.313 0.000265046
0.523293 282.034 0.000386873
0.526133 278.789 0.000471391
0.528988 275.579 0.000517227
0.531859 272.405 0.000523347
0.534746 269.268 0.00049342
0.537648 266.166 0.000434551
0.540566 263.097 0.000353917
0.5435 260.062 0.000258215
0.546449 257.059 0.000154024
0.549415 254.088 4.85398e-05
0.552397 251.148 -5.14676e-05
0.555395 248.239 -0.000141225
0.558409 245.362 -0.000216511
0.56144 242.516 -0.000273053
0.564487 239.701 -0.000305899
0.567551 236.918 -0.000309772
0.570631 234.166 -0.000284901
0.573728 231.445 -0.00023776
0.576842 228.753 -0.000173951
0.579972 226.091 -9.89558e-05
0.58312 223.457 -1.86269e-05
0.586285 220.851 5.9641e-05
0.589467 218.274 0.000128048
0.592666 215.725 0.000178755
0.595882 213.204 0.000204433
0.599116 210.712 0.000204886
0.602368 208.247 0.000183429
0.605637 205.81 0.000144669
0.608924 203.4 9.51896e-05
0.612229 201.016 4.17483e-05
0.615552 198.658 -9.47162e-06
0.618892 196.326 -5.45346e-05
0.622251 194.02 -9.00586e-05
0.625628 191.739 -0.000112736
0.629024 189.483 -0.000121762
0.632438 187.253 -0.000119069
0.63587 185.048 -0.000106718
0.639321 182.867 -8.6891e-05
0.642791 180.71 -6.19441e-05
