2.999253842856708818e+00 4.788427148658685795e+00 3.368794937310362947e+00
6.427023465738128216e+00 1.534030916152165691e+00 3.648724942414729999e-01
1.026149720770276375e+01 7.207472557136649360e-01 -4.561541629946237741e-02
1.418747232776533806e+01 4.134638306757337789e-01 -1.035954460463262283e-01
1.814580307182444585e+01 2.575022944590414919e-01 -1.050428216016349864e-01
2.211912961153190693e+01 1.686075225395870514e-01 -9.666677241608254145e-02
2.610058958793044326e+01 1.140067515052185509e-01 -8.419505296607363021e-02
3.008698685119302496e+01 8.065894027812689493e-02 -7.045437320915851065e-02
3.407655351215036177e+01 5.874730177046075252e-02 -5.838032520727317459e-02
3.806832750921035569e+01 4.377644439878804195e-02 -4.865086059750696468e-02
4.206165574977566735e+01 3.301437484467678596e-02 -4.138276569736115684e-02
4.605614783451321159e+01 2.498078526935637936e-02 -3.565165612141289742e-02
5.005148569614484444e+01 1.874469415088739210e-02 -3.134414487700308560e-02
5.404753825431750869e+01 1.410566428474678211e-02 -2.717143141464438416e-02
5.804412729714594121e+01 1.122047926736722753e-02 -2.387702323085396511e-02
6.204116037679064277e+01 8.156909246422802684e-03 -2.070038578990359562e-02
6.603854540449850674e+01 6.234736413586239312e-03 -1.850687523133676127e-02
7.003621965863335674e+01 4.526511239145449526e-03 -1.621958094000084186e-02
7.403414963112086866e+01 3.367566681783231222e-03 -1.433040670656091087e-02
7.803229810011721668e+01 2.148438640293930633e-03 -1.234192104394981823e-02
8.203062411816199528e+01 1.660233841429663900e-03 -1.083877629603881114e-02
8.602909644953975032e+01 1.325095052764906686e-03 -9.020633260064570697e-03
9.002771659129932402e+01 1.685195086552246715e-03 -7.776895663622627151e-03
9.402643316210692603e+01 2.310417479706403446e-03 -5.875135846839122343e-03
9.802527247914444786e+01 2.941148447277158219e-03 -5.340017508388838693e-03
1.020242001516102590e+02 2.847447020810104420e-03 -4.735422123103528655e-03
1.060231984335591022e+02 2.603632025379996537e-03 -4.223780051871750714e-03
1.100222733573887268e+02 1.865469542577557994e-03 -3.863188775261603217e-03
1.140214125199967867e+02 1.228596510859440889e-03 -3.793007981185360540e-03
1.180206065876558768e+02 5.297227556773570012e-04 -3.685760797685070939e-03
1.220198567650593731e+02 -3.490434263695796016e-05 -3.224477678276387645e-03
1.260191517436764315e+02 -4.442351498090867036e-04 -3.147526441024716196e-03
1.300184907520750244e+02 -5.842701231976355934e-04 -2.918934232523501086e-03
1.340178624455779186e+02 -7.157818265325306467e-04 -2.769698574490019050e-03
1.380172774659905599e+02 -6.017791714647824624e-04 -2.649046209824118970e-03
1.420167253991084237e+02 -7.725582980811069016e-04 -2.413207214309092286e-03
1.460161960548349214e+02 -7.818207710472869099e-04 -2.119023962615661054e-03
1.500156998667329731e+02 -7.019903567456599151e-04 -1.664364106414890345e-03
1.540152264424552300e+02 -7.900866201820406619e-04 -1.440696543168262529e-03
1.580147749078012680e+02 -6.647966512801205957e-04 -1.319481336855206008e-03
1.620143490065243554e+02 -7.962944725234107155e-04 -1.281643574984800285e-03
1.660139458198746922e+02 -7.557266260119020057e-04 -1.181700203383983204e-03
1.700135563347909056e+02 -6.879316901653757203e-04 -9.913787641944557701e-04
1.740131842667152284e+02 -5.219148281238535124e-04 -7.485284526679365953e-04
1.780128284978040085e+02 -5.718728595445930155e-04 -7.615734627917801394e-04
1.820124895130077221e+02 -5.493368225298865277e-04 -9.444414360117412170e-04
1.860121652391259204e+02 -5.060496703635109644e-04 -7.706246679261505046e-04
1.900118541538372767e+02 -4.397845700658768037e-04 -7.744107293644662913e-04
1.940115570904656863e+02 -4.795147241175329203e-04 -8.209860299973495510e-04
1.980112709942045228e+02 -3.179851116351164195e-04 -9.339760171495061977e-04
