2.500000000000000052e-03 4.221056285254999966e+04 2.768125401160999900e+04
7.499999999999999722e-03 4.437776185779999651e+04 2.387132718595999904e+04
1.250000000000000069e-02 5.600079248311000265e+04 1.798880599104000066e+04
1.750000000000000167e-02 5.856241884510000091e+04 1.069067663403000006e+04
2.249999999999999917e-02 5.267049144756000169e+04 2.153774325322000004e+04
2.750000000000000014e-02 4.646288773586999741e+04 2.034360392860000138e+04
3.250000000000000111e-02 4.047333087373000308e+04 1.613583666769999945e+04
3.749999999999999861e-02 3.472848269969000103e+04 1.777682865220000167e+04
4.250000000000000305e-02 3.061107981119000033e+04 1.734213903729999947e+04
4.750000000000000056e-02 2.761299289304999911e+04 1.371017581907999920e+04
5.249999999999999806e-02 2.507459492722999858e+04 1.265920389240000077e+04
5.750000000000000250e-02 2.398887965333999819e+04 1.231904628808000052e+04
6.250000000000000000e-02 2.278983760002000054e+04 1.002971266379000008e+04
6.750000000000000444e-02 2.105402848892999828e+04 9.417851892443000906e+03
7.249999999999999500e-02 1.923793827239000166e+04 8.625463545168000564e+03
7.749999999999999944e-02 1.848846636587000103e+04 8.040643058300999655e+03
8.250000000000000389e-02 1.668742451132000133e+04 7.690815408604000368e+03
8.749999999999999445e-02 1.512155174185999931e+04 6.631181411882000248e+03
9.249999999999999889e-02 1.374585588029000064e+04 5.716592277241000374e+03
9.750000000000000333e-02 1.232753307517999929e+04 5.079968519594000099e+03
1.024999999999999939e-01 1.130303700202000073e+04 4.721626555636999910e+03
1.074999999999999983e-01 1.055707755496000027e+04 4.379719271216999914e+03
1.125000000000000028e-01 1.010820785488000001e+04 4.274750800312000138e+03
1.174999999999999933e-01 9.536768778195999403e+03 3.985641766748000009e+03
1.224999999999999978e-01 9.157168225405999692e+03 3.592479152076999981e+03
1.275000000000000022e-01 8.854615037667999786e+03 3.375828587206000066e+03
1.325000000000000067e-01 8.365149374589000217e+03 3.002108448311999837e+03
1.375000000000000111e-01 7.987643568894000055e+03 2.816789796943000056e+03
1.424999999999999878e-01 7.489531590630999744e+03 2.619456935261000126e+03
1.474999999999999922e-01 7.014187840671000231e+03 2.283210023921999891e+03
1.524999999999999967e-01 6.512391464328999973e+03 1.994683020651000106e+03
1.575000000000000011e-01 6.007782155932999558e+03 1.875335466575000055e+03
1.625000000000000056e-01 5.665578146134999770e+03 1.774768694058999927e+03
1.675000000000000100e-01 5.357413239188999796e+03 1.708057390898999984e+03
1.724999999999999867e-01 5.070604772650999621e+03 1.528257406907999894e+03
1.774999999999999911e-01 4.922306271520999871e+03 1.457604381424999929e+03
1.824999999999999956e-01 4.782308116836999943e+03 1.346869074434999902e+03
1.875000000000000000e-01 4.613256526875000418e+03 1.189972881953000069e+03
1.925000000000000044e-01 4.431650937033999980e+03 1.057897776258000022e+03
1.975000000000000089e-01 4.277886825075999695e+03 9.096899840695000421e+02
2.025000000000000133e-01 4.045288974730000064e+03 9.129998950881999917e+02
2.074999999999999900e-01 3.836061139004999859e+03 7.450436581343000171e+02
2.124999999999999944e-01 3.689218956503999834e+03 6.295983421465000447e+02
2.174999999999999989e-01 3.526102456289000202e+03 5.809990888186999882e+02
2.225000000000000033e-01 3.370487187104999975e+03 5.222255871574000139e+02
2.275000000000000078e-01 3.216130202368000027e+03 5.257177358901000161e+02
2.325000000000000122e-01 3.072370677902999887e+03 4.223623050219999868e+02
2.374999999999999889e-01 2.967754371241000172e+03 3.651498959187999844e+02
2.424999999999999933e-01 2.870584768526000062e+03 3.307560591179000085e+02
2.474999999999999978e-01 2.780429845778000072e+03 2.776529664889000060e+02
2.525000000000000022e-01 2.681518976968000061e+03 2.241388516757000104e+02
2.575000000000000067e-01 2.610570111633000124e+03 1.945724779758000125e+02
2.625000000000000111e-01 2.542098506432999784e+03 1.677646639223999898e+02
2.675000000000000155e-01 2.462458767150999847e+03 1.382690143762999924e+02
2.725000000000000200e-01 2.367774383694999869e+03 1.199257893940000059e+02
2.775000000000000244e-01 2.311109571326000150e+03 6.079230328740000289e+01
2.824999999999999734e-01 2.231224113454999952e+03 -3.820723564467999989e+00
2.874999999999999778e-01 2.134262105721999887e+03 -2.469341286223999887e+01
2.924999999999999822e-01 2.064309326766000140e+03 2.616269231960000141e+01
2.974999999999999867e-01 1.990911684879999939e+03 -1.002756533630999947e+01
3.024999999999999911e-01 1.941721969162000050e+03 -5.527457460011000023e+01
3.074999999999999956e-01 1.874225119239999913e+03 -4.045152674317999697e+01
3.125000000000000000e-01 1.841003478432000065e+03 -8.373392648342999678e+01
3.175000000000000044e-01 1.779821863328000063e+03 -7.717319277628999430e+01
3.225000000000000089e-01 1.752762725640000099e+03 -1.172409480113999933e+02
3.275000000000000133e-01 1.699020160638000107e+03 -1.289865698177000013e+02
3.325000000000000178e-01 1.665070098054000027e+03 -2.089542471976000115e+02
3.375000000000000222e-01 1.603834480539999959e+03 -1.856543196190000060e+02
3.425000000000000266e-01 1.576789985523000041e+03 -2.080964434528000027e+02
3.474999999999999756e-01 1.531051722869000059e+03 -1.714275468126000135e+02
3.524999999999999800e-01 1.471440420246000031e+03 -1.570987137467000139e+02
3.574999999999999845e-01 1.462050879802000054e+03 -1.929151991964999979e+02
3.624999999999999889e-01 1.421597443290000001e+03 -2.214432460223999897e+02
3.674999999999999933e-01 1.375523695069000041e+03 -2.215642053642999940e+02
3.724999999999999978e-01 1.347193612518999998e+03 -2.178735183894000045e+02
3.775000000000000022e-01 1.311532736259000103e+03 -2.444599336622999886e+02
3.825000000000000067e-01 1.281833519175999982e+03 -2.329148902629999895e+02
3.875000000000000111e-01 1.249568889281000111e+03 -2.301813407843999926e+02
